"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,
1976 to 2025(1) annual averages,,,,,,,,,
,,,,,,,,,
FIPS Code,State and area,Year,Civilian non-institutional population,Civilian labor force,,,,,
,,,,Total,Percent of population,Employment,,Unemployment,
,,,,,,Total,Percent of population,Total,Rate
,,,,,,Labor force,,level,rate
,,,,,,,,,
56,Wyoming,1988,"3,33,575   ","2,32,786   ",69.8   ,"2,17,989   ",65.3   ,"14,797   ",6.4   
01,Alabama,1989,"30,32,753   ","18,82,394   ",62.1   ,"17,50,934   ",57.7   ,"1,31,460   ",7.0   
02,Alaska,1989,"3,70,883   ","2,69,196   ",72.6   ,"2,50,003   ",67.4   ,"19,193   ",7.1   
04,Arizona,1989,"27,29,304   ","17,66,551   ",64.7   ,"16,73,891   ",61.3   ,"92,660   ",5.2   
05,Arkansas,1989,"17,62,568   ","11,11,841   ",63.1   ,"10,33,619   ",58.6   ,"78,222   ",7.0   
06,California,1989,"2,22,53,164   ","1,50,50,346   ",67.6   ,"1,42,83,138   ",64.2   ,"7,67,208   ",5.1   
037,Los Angeles County,1989,"67,28,632   ","45,33,423   ",67.4   ,"42,87,455   ",63.7   ,"2,45,968   ",5.4   
08,Colorado,1989,"24,76,885   ","17,24,374   ",69.6   ,"16,27,610   ",65.7   ,"96,764   ",5.6   
09,Connecticut,1989,"25,64,444   ","17,96,399   ",70.1   ,"17,31,049   ",67.5   ,"65,350   ",3.6   
10,Delaware,1989,"5,04,079   ","3,55,775   ",70.6   ,"3,44,145   ",68.3   ,"11,630   ",3.3   
11,District of Columbia,1989,"4,84,337   ","3,36,112   ",69.4   ,"3,19,924   ",66.1   ,"16,188   ",4.8   
12,Florida,1989,"1,00,87,084   ","63,63,031   ",63.1   ,"60,05,994   ",59.5   ,"3,57,037   ",5.6   
13,Georgia,1989,"47,88,598   ","32,56,151   ",68.0   ,"30,80,111   ",64.3   ,"1,76,040   ",5.4   
15,Hawaii,1989,"7,89,305   ","5,29,465   ",67.1   ,"5,16,381   ",65.4   ,"13,084   ",2.5   
16,Idaho,1989,"7,18,590   ","4,86,853   ",67.8   ,"4,60,388   ",64.1   ,"26,465   ",5.4   
17,Illinois,1989,"86,17,032   ","58,64,624   ",68.1   ,"55,09,769   ",63.9   ,"3,54,855   ",6.1   
18,Indiana,1989,"41,17,152   ","27,98,137   ",68.0   ,"26,66,050   ",64.8   ,"1,32,087   ",4.7   
19,Iowa,1989,"20,79,861   ","14,54,106   ",69.9   ,"13,90,830   ",66.9   ,"63,276   ",4.4   
20,Kansas,1989,"18,15,840   ","12,53,747   ",69.0   ,"12,01,716   ",66.2   ,"52,031   ",4.2   
21,Kentucky,1989,"27,70,819   ","17,27,853   ",62.4   ,"16,18,173   ",58.4   ,"1,09,680   ",6.3   
22,Louisiana,1989,"30,49,320   ","18,48,872   ",60.6   ,"17,04,934   ",55.9   ,"1,43,938   ",7.8   
23,Maine,1989,"9,26,021   ","6,12,549   ",66.1   ,"5,88,090   ",63.5   ,"24,459   ",4.0   
24,Maryland,1989,"36,52,835   ","25,58,100   ",70.0   ,"24,61,538   ",67.4   ,"96,562   ",3.8   
25,Massachusetts,1989,"46,92,950   ","32,32,836   ",68.9   ,"30,96,924   ",66.0   ,"1,35,912   ",4.2   
26,Michigan,1989,"69,75,457   ","46,00,640   ",66.0   ,"42,70,437   ",61.2   ,"3,30,203   ",7.2   
27,Minnesota,1989,"32,40,927   ","23,24,180   ",71.7   ,"22,23,262   ",68.6   ,"1,00,918   ",4.3   
28,Mississippi,1989,"18,64,112   ","11,49,421   ",61.7   ,"10,59,150   ",56.8   ,"90,271   ",7.9   
29,Missouri,1989,"38,34,969   ","25,80,640   ",67.3   ,"24,37,688   ",63.6   ,"1,42,952   ",5.5   
30,Montana,1989,"5,94,537   ","4,07,571   ",68.6   ,"3,83,283   ",64.5   ,"24,288   ",6.0   
31,Nebraska,1989,"11,55,401   ","7,96,551   ",68.9   ,"7,73,597   ",67.0   ,"22,954   ",2.9   
32,Nevada,1989,"8,98,101   ","6,43,529   ",71.7   ,"6,13,357   ",68.3   ,"30,172   ",4.7   
33,New Hampshire,1989,"8,33,684   ","6,06,941   ",72.8   ,"5,86,491   ",70.3   ,"20,450   ",3.4   
34,New Jersey,1989,"60,09,500   ","39,76,203   ",66.2   ,"38,15,487   ",63.5   ,"1,60,716   ",4.0   
35,New Mexico,1989,"11,06,642   ","6,98,545   ",63.1   ,"6,51,439   ",58.9   ,"47,106   ",6.7   
36,New York,1989,"1,40,09,945   ","87,85,912   ",62.7   ,"83,59,792   ",59.7   ,"4,26,120   ",4.9   
51000,New York city,1989,"58,20,631   ","33,24,103   ",57.1   ,"31,09,911   ",53.4   ,"2,14,192   ",6.4   
37,North Carolina,1989,"50,10,151   ","34,42,747   ",68.7   ,"33,19,730   ",66.3   ,"1,23,017   ",3.6   
38,North Dakota,1989,"4,62,210   ","3,20,560   ",69.4   ,"3,06,623   ",66.3   ,"13,937   ",4.3   
39,Ohio,1989,"81,60,632   ","53,48,837   ",65.5   ,"50,51,741   ",61.9   ,"2,97,096   ",5.6   
40,Oklahoma,1989,"23,44,498   ","15,06,168   ",64.2   ,"14,19,691   ",60.6   ,"86,477   ",5.7   
41,Oregon,1989,"21,62,629   ","14,70,560   ",68.0   ,"13,91,549   ",64.3   ,"79,011   ",5.4   
42,Pennsylvania,1989,"91,60,230   ","57,40,285   ",62.7   ,"54,56,748   ",59.6   ,"2,83,537   ",4.9   
44,Rhode Island,1989,"7,68,325   ","5,18,972   ",67.5   ,"4,98,693   ",64.9   ,"20,279   ",3.9   
45,South Carolina,1989,"25,64,562   ","16,98,019   ",66.2   ,"16,19,583   ",63.2   ,"78,436   ",4.6   
46,South Dakota,1989,"5,00,560   ","3,46,145   ",69.2   ,"3,32,550   ",66.4   ,"13,595   ",3.9   
47,Tennessee,1989,"37,17,932   ","23,45,127   ",63.1   ,"22,25,504   ",59.9   ,"1,19,623   ",5.1   
48,Texas,1989,"1,24,59,645   ","85,76,504   ",68.8   ,"79,98,862   ",64.2   ,"5,77,642   ",6.7   
49,Utah,1989,"11,29,003   ","7,98,691   ",70.7   ,"7,61,911   ",67.5   ,"36,780   ",4.6   
50,Vermont,1989,"4,22,608   ","3,01,807   ",71.4   ,"2,91,188   ",68.9   ,"10,619   ",3.5   
51,Virginia,1989,"45,91,417   ","31,75,434   ",69.2   ,"30,51,835   ",66.5   ,"1,23,599   ",3.9   
53,Washington,1989,"36,16,114   ","24,83,369   ",68.7   ,"23,37,367   ",64.6   ,"1,46,002   ",5.9   
54,West Virginia,1989,"13,95,440   ","7,54,668   ",54.1   ,"6,89,309   ",49.4   ,"65,359   ",8.7   
55,Wisconsin,1989,"36,58,220   ","25,87,778   ",70.7   ,"24,76,302   ",67.7   ,"1,11,476   ",4.3   
56,Wyoming,1989,"3,30,750   ","2,33,573   ",70.6   ,"2,19,540   ",66.4   ,"14,033   ",6.0   
01,Alabama,1990,"30,72,453   ","19,05,876   ",62.0   ,"17,75,847   ",57.8   ,"1,30,029   ",6.8   
02,Alaska,1990,"3,71,896   ","2,73,195   ",73.5   ,"2,53,410   ",68.1   ,"19,785   ",7.2   
04,Arizona,1990,"27,76,725   ","17,93,063   ",64.6   ,"16,98,918   ",61.2   ,"94,145   ",5.3   
05,Arkansas,1990,"17,80,563   ","11,25,637   ",63.2   ,"10,48,601   ",58.9   ,"77,036   ",6.8   
06,California,1990,"2,25,98,317   ","1,51,76,273   ",67.2   ,"1,43,01,807   ",63.3   ,"8,74,466   ",5.8   
037,Los Angeles County,1990,"67,53,548   ","45,26,560   ",67.0   ,"42,60,749   ",63.1   ,"2,65,811   ",5.9   
08,Colorado,1990,"24,88,617   ","17,72,263   ",71.2   ,"16,81,919   ",67.6   ,"90,344   ",5.1   
09,Connecticut,1990,"25,73,383   ","18,22,363   ",70.8   ,"17,32,728   ",67.3   ,"89,635   ",4.9   
10,Delaware,1990,"5,12,050   ","3,57,700   ",69.9   ,"3,42,073   ",66.8   ,"15,627   ",4.4   
11,District of Columbia,1990,"4,85,352   ","3,29,771   ",67.9   ,"3,09,911   ",63.9   ,"19,860   ",6.0   
12,Florida,1990,"1,02,59,947   ","65,06,291   ",63.4   ,"61,03,602   ",59.5   ,"4,02,689   ",6.2   
13,Georgia,1990,"48,72,862   ","32,94,278   ",67.6   ,"31,17,860   ",64.0   ,"1,76,418   ",5.4   
15,Hawaii,1990,"8,08,930   ","5,48,026   ",67.7   ,"5,33,665   ",66.0   ,"14,361   ",2.6   
16,Idaho,1990,"7,28,627   ","4,93,677   ",67.8   ,"4,66,253   ",64.0   ,"27,424   ",5.6   
17,Illinois,1990,"86,90,845   ","59,10,726   ",68.0   ,"55,38,385   ",63.7   ,"3,72,341   ",6.3   
18,Indiana,1990,"41,81,940   ","27,99,013   ",66.9   ,"26,56,668   ",63.5   ,"1,42,345   ",5.1   
19,Iowa,1990,"20,88,400   ","14,56,385   ",69.7   ,"13,92,149   ",66.7   ,"64,236   ",4.4   
20,Kansas,1990,"18,23,410   ","12,68,820   ",69.6   ,"12,14,717   ",66.6   ,"54,103   ",4.3   
21,Kentucky,1990,"27,98,669   ","17,51,669   ",62.6   ,"16,45,878   ",58.8   ,"1,05,791   ",6.0   
22,Louisiana,1990,"30,72,638   ","18,52,619   ",60.3   ,"17,36,186   ",56.5   ,"1,16,433   ",6.3   
23,Maine,1990,"9,39,392   ","6,30,793   ",67.1   ,"5,97,214   ",63.6   ,"33,579   ",5.3   
24,Maryland,1990,"36,90,616   ","25,92,115   ",70.2   ,"24,77,970   ",67.1   ,"1,14,145   ",4.4   
25,Massachusetts,1990,"47,13,012   ","32,39,024   ",68.7   ,"30,33,046   ",64.4   ,"2,05,978   ",6.4   
26,Michigan,1990,"70,14,637   ","46,12,371   ",65.8   ,"42,57,964   ",60.7   ,"3,54,407   ",7.7   
27,Minnesota,1990,"32,70,480   ","23,85,388   ",72.9   ,"22,72,919   ",69.5   ,"1,12,469   ",4.7   
28,Mississippi,1990,"18,94,122   ","11,75,009   ",62.0   ,"10,86,267   ",57.3   ,"88,742   ",7.6   
29,Missouri,1990,"38,61,000   ","26,15,139   ",67.7   ,"24,61,017   ",63.7   ,"1,54,122   ",5.9   
30,Montana,1990,"5,95,685   ","4,02,673   ",67.6   ,"3,78,306   ",63.5   ,"24,367   ",6.1   
31,Nebraska,1990,"11,62,143   ","8,15,248   ",70.2   ,"7,96,224   ",68.5   ,"19,024   ",2.3   
32,Nevada,1990,"9,39,308   ","6,69,205   ",71.2   ,"6,37,089   ",67.8   ,"32,116   ",4.8   
33,New Hampshire,1990,"8,47,867   ","6,22,323   ",73.4   ,"5,89,678   ",69.5   ,"32,645   ",5.2   
34,New Jersey,1990,"60,45,292   ","40,53,479   ",67.1   ,"38,48,220   ",63.7   ,"2,05,259   ",5.1   
35,New Mexico,1990,"11,18,306   ","7,13,032   ",63.8   ,"6,65,546   ",59.5   ,"47,486   ",6.7   
36,New York,1990,"1,40,78,332   ","88,42,219   ",62.8   ,"83,72,838   ",59.5   ,"4,69,381   ",5.3   
51000,New York city,1990,"58,49,815   ","33,36,729   ",57.0   ,"31,08,892   ",53.1   ,"2,27,837   ",6.8   
37,North Carolina,1990,"50,95,577   ","34,74,656   ",68.2   ,"33,31,511   ",65.4   ,"1,43,145   ",4.1   
38,North Dakota,1990,"4,63,399   ","3,15,548   ",68.1   ,"3,02,497   ",65.3   ,"13,051   ",4.1   
39,Ohio,1990,"82,31,324   ","53,95,712   ",65.6   ,"50,86,720   ",61.8   ,"3,08,992   ",5.7   
40,Oklahoma,1990,"23,46,694   ","15,13,406   ",64.5   ,"14,31,543   ",61.0   ,"81,863   ",5.4   
41,Oregon,1990,"21,93,787   ","14,95,339   ",68.2   ,"14,14,592   ",64.5   ,"80,747   ",5.4   
42,Pennsylvania,1990,"92,05,470   ","57,94,580   ",62.9   ,"54,75,592   ",59.5   ,"3,18,988   ",5.5   
44,Rhode Island,1990,"7,75,742   ","5,22,944   ",67.4   ,"4,90,495   ",63.2   ,"32,449   ",6.2   
45,South Carolina,1990,"26,11,727   ","17,32,623   ",66.3   ,"16,47,991   ",63.1   ,"84,632   ",4.9   
46,South Dakota,1990,"5,00,896   ","3,49,700   ",69.8   ,"3,37,114   ",67.3   ,"12,586   ",3.6   
47,Tennessee,1990,"37,65,275   ","23,96,695   ",63.7   ,"22,68,518   ",60.2   ,"1,28,177   ",5.3   
48,Texas,1990,"1,26,03,912   ","86,37,317   ",68.5   ,"80,87,805   ",64.2   ,"5,49,512   ",6.4   
49,Utah,1990,"11,58,945   ","8,21,483   ",70.9   ,"7,85,704   ",67.8   ,"35,779   ",4.4   
50,Vermont,1990,"4,29,429   ","3,05,688   ",71.2   ,"2,90,947   ",67.8   ,"14,741   ",4.8   
51,Virginia,1990,"46,55,010   ","32,32,417   ",69.4   ,"30,89,378   ",66.4   ,"1,43,039   ",4.4   
53,Washington,1990,"36,76,290   ","25,26,938   ",68.7   ,"23,97,150   ",65.2   ,"1,29,788   ",5.1   
54,West Virginia,1990,"13,98,473   ","7,62,429   ",54.5   ,"6,96,398   ",49.8   ,"66,031   ",8.7   
55,Wisconsin,1990,"36,77,178   ","25,97,144   ",70.6   ,"24,83,196   ",67.5   ,"1,13,948   ",4.4   
56,Wyoming,1990,"3,29,496   ","2,34,016   ",71.0   ,"2,21,990   ",67.4   ,"12,026   ",5.1   
01,Alabama,1991,"31,15,193   ","19,21,888   ",61.7   ,"17,82,407   ",57.2   ,"1,39,481   ",7.3   
02,Alaska,1991,"3,81,360   ","2,77,553   ",72.8   ,"2,54,529   ",66.7   ,"23,024   ",8.3   
04,Arizona,1991,"28,53,196   ","18,10,065   ",63.4   ,"17,04,375   ",59.7   ,"1,05,690   ",5.8   
05,Arkansas,1991,"18,02,958   ","11,35,779   ",63.0   ,"10,52,808   ",58.4   ,"82,971   ",7.3   
06,California,1991,"2,27,81,063   ","1,51,27,433   ",66.4   ,"1,39,46,660   ",61.2   ,"11,80,773   ",7.8   
037,Los Angeles County,1991,"67,31,330   ","44,57,832   ",66.2   ,"41,00,078   ",60.9   ,"3,57,754   ",8.0   
08,Colorado,1991,"25,42,126   ","18,02,399   ",70.9   ,"17,07,101   ",67.2   ,"95,298   ",5.3   
09,Connecticut,1991,"25,70,348   ","18,30,597   ",71.2   ,"17,11,923   ",66.6   ,"1,18,674   ",6.5   
10,Delaware,1991,"5,20,843   ","3,61,330   ",69.4   ,"3,39,768   ",65.2   ,"21,562   ",6.0   
11,District of Columbia,1991,"4,79,717   ","3,22,090   ",67.1   ,"2,97,431   ",62.0   ,"24,659   ",7.7   
12,Florida,1991,"1,04,82,131   ","65,26,338   ",62.3   ,"60,26,712   ",57.5   ,"4,99,626   ",7.7   
13,Georgia,1991,"49,75,699   ","33,12,810   ",66.6   ,"31,38,336   ",63.1   ,"1,74,474   ",5.3   
15,Hawaii,1991,"8,25,805   ","5,63,027   ",68.2   ,"5,47,423   ",66.3   ,"15,604   ",2.8   
16,Idaho,1991,"7,51,702   ","5,09,579   ",67.8   ,"4,77,317   ",63.5   ,"32,262   ",6.3   
17,Illinois,1991,"87,66,600   ","59,28,036   ",67.6   ,"54,96,923   ",62.7   ,"4,31,113   ",7.3   
18,Indiana,1991,"42,42,184   ","27,98,710   ",66.0   ,"26,39,780   ",62.2   ,"1,58,930   ",5.7   
19,Iowa,1991,"21,04,225   ","14,80,458   ",70.4   ,"14,11,258   ",67.1   ,"69,200   ",4.7   
20,Kansas,1991,"18,33,932   ","12,83,043   ",70.0   ,"12,25,463   ",66.8   ,"57,580   ",4.5   
21,Kentucky,1991,"28,27,493   ","17,59,109   ",62.2   ,"16,31,009   ",57.7   ,"1,28,100   ",7.3   
22,Louisiana,1991,"30,96,905   ","18,98,397   ",61.3   ,"17,60,920   ",56.9   ,"1,37,477   ",7.2   
23,Maine,1991,"9,43,818   ","6,40,175   ",67.8   ,"5,90,450   ",62.6   ,"49,725   ",7.8   
24,Maryland,1991,"37,18,915   ","26,19,590   ",70.4   ,"24,67,762   ",66.4   ,"1,51,828   ",5.8   
25,Massachusetts,1991,"46,94,940   ","31,82,989   ",67.8   ,"29,00,001   ",61.8   ,"2,82,988   ",8.9   
26,Michigan,1991,"70,73,764   ","45,94,997   ",65.0   ,"41,68,988   ",58.9   ,"4,26,009   ",9.3   
27,Minnesota,1991,"33,08,114   ","24,21,459   ",73.2   ,"22,97,783   ",69.5   ,"1,23,676   ",5.1   
28,Mississippi,1991,"19,14,737   ","11,82,205   ",61.7   ,"10,83,527   ",56.6   ,"98,678   ",8.3   
29,Missouri,1991,"38,92,293   ","26,46,970   ",68.0   ,"24,73,531   ",63.5   ,"1,73,439   ",6.6   
30,Montana,1991,"6,02,344   ","4,02,449   ",66.8   ,"3,74,528   ",62.2   ,"27,921   ",6.9   
31,Nebraska,1991,"11,74,038   ","8,33,208   ",71.0   ,"8,11,259   ",69.1   ,"21,949   ",2.6   
32,Nevada,1991,"9,97,877   ","6,98,885   ",70.0   ,"6,58,183   ",66.0   ,"40,702   ",5.8   
33,New Hampshire,1991,"8,48,143   ","6,18,861   ",73.0   ,"5,77,071   ",68.0   ,"41,790   ",6.8   
34,New Jersey,1991,"60,75,160   ","40,60,770   ",66.8   ,"37,85,998   ",62.3   ,"2,74,772   ",6.8   
35,New Mexico,1991,"11,38,897   ","7,22,542   ",63.4   ,"6,70,151   ",58.8   ,"52,391   ",7.3   
36,New York,1991,"1,40,98,333   ","87,52,801   ",62.1   ,"81,12,231   ",57.5   ,"6,40,570   ",7.3   
51000,New York city,1991,"58,50,085   ","32,84,009   ",56.1   ,"29,92,781   ",51.2   ,"2,91,228   ",8.9   
37,North Carolina,1991,"51,90,616   ","35,31,193   ",68.0   ,"33,22,360   ",64.0   ,"2,08,833   ",5.9   
38,North Dakota,1991,"4,63,887   ","3,16,397   ",68.2   ,"3,02,639   ",65.2   ,"13,758   ",4.3   
39,Ohio,1991,"82,97,689   ","54,21,022   ",65.3   ,"50,65,101   ",61.0   ,"3,55,921   ",6.6   
40,Oklahoma,1991,"23,63,614   ","15,08,909   ",63.8   ,"14,18,540   ",60.0   ,"90,369   ",6.0   
41,Oregon,1991,"22,43,827   ","15,14,075   ",67.5   ,"14,20,921   ",63.3   ,"93,154   ",6.2   
42,Pennsylvania,1991,"92,55,931   ","58,33,194   ",63.0   ,"54,30,023   ",58.7   ,"4,03,171   ",6.9   
44,Rhode Island,1991,"7,79,351   ","5,23,337   ",67.2   ,"4,80,033   ",61.6   ,"43,304   ",8.3   
45,South Carolina,1991,"26,63,381   ","17,62,572   ",66.2   ,"16,54,432   ",62.1   ,"1,08,140   ",6.1   
46,South Dakota,1991,"5,05,277   ","3,55,438   ",70.3   ,"3,42,935   ",67.9   ,"12,503   ",3.5   
47,Tennessee,1991,"38,22,116   ","24,20,883   ",63.3   ,"22,59,563   ",59.1   ,"1,61,320   ",6.7   
48,Texas,1991,"1,28,05,622   ","87,75,225   ",68.5   ,"81,65,358   ",63.8   ,"6,09,867   ",6.9   
49,Utah,1991,"12,01,896   ","8,47,983   ",70.6   ,"8,07,758   ",67.2   ,"40,225   ",4.7   
50,Vermont,1991,"4,32,456   ","3,07,330   ",71.1   ,"2,87,848   ",66.6   ,"19,482   ",6.3   
51,Virginia,1991,"47,12,082   ","33,15,866   ",70.4   ,"31,23,565   ",66.3   ,"1,92,301   ",5.8   
53,Washington,1991,"37,62,110   ","25,56,731   ",68.0   ,"23,99,619   ",63.8   ,"1,57,112   ",6.1   
54,West Virginia,1991,"14,08,872   ","7,75,922   ",55.1   ,"6,93,227   ",49.2   ,"82,695   ",10.7   
55,Wisconsin,1991,"37,20,301   ","26,29,989   ",70.7   ,"24,88,764   ",66.9   ,"1,41,225   ",5.4   
56,Wyoming,1991,"3,33,480   ","2,35,013   ",70.5   ,"2,23,195   ",66.9   ,"11,818   ",5.0   
01,Alabama,1992,"31,51,701   ","19,61,659   ",62.2   ,"18,14,253   ",57.6   ,"1,47,406   ",7.5   
02,Alaska,1992,"3,94,252   ","2,87,523   ",72.9   ,"2,62,011   ",66.5   ,"25,512   ",8.9   
04,Arizona,1992,"29,52,190   ","18,77,292   ",63.6   ,"17,35,118   ",58.8   ,"1,42,174   ",7.6   
05,Arkansas,1992,"18,24,702   ","11,59,639   ",63.6   ,"10,78,413   ",59.1   ,"81,226   ",7.0   
06,California,1992,"2,30,48,888   ","1,53,14,767   ",66.4   ,"1,38,78,519   ",60.2   ,"14,36,248   ",9.4   
037,Los Angeles County,1992,"67,60,009   ","44,53,183   ",65.9   ,"40,13,050   ",59.4   ,"4,40,133   ",9.9   
08,Colorado,1992,"26,19,017   ","18,47,786   ",70.6   ,"17,34,727   ",66.2   ,"1,13,059   ",6.1   
09,Connecticut,1992,"25,57,975   ","18,20,253   ",71.2   ,"16,87,285   ",66.0   ,"1,32,968   ",7.3   
10,Delaware,1992,"5,28,400   ","3,67,357   ",69.5   ,"3,47,228   ",65.7   ,"20,129   ",5.5   
11,District of Columbia,1992,"4,73,239   ","3,17,759   ",67.1   ,"2,90,571   ",61.4   ,"27,188   ",8.6   
12,Florida,1992,"1,06,83,773   ","66,33,872   ",62.1   ,"60,76,283   ",56.9   ,"5,57,589   ",8.4   
13,Georgia,1992,"50,83,915   ","34,20,960   ",67.3   ,"31,93,112   ",62.8   ,"2,27,848   ",6.7   
15,Hawaii,1992,"8,38,875   ","5,75,374   ",68.6   ,"5,51,673   ",65.8   ,"23,701   ",4.1   
16,Idaho,1992,"7,75,082   ","5,29,564   ",68.3   ,"4,94,892   ",63.9   ,"34,672   ",6.5   
17,Illinois,1992,"88,40,703   ","60,27,357   ",68.2   ,"55,53,506   ",62.8   ,"4,73,851   ",7.9   
18,Indiana,1992,"42,89,330   ","28,60,224   ",66.7   ,"26,85,823   ",62.6   ,"1,74,401   ",6.1   
19,Iowa,1992,"21,24,204   ","15,14,680   ",71.3   ,"14,46,656   ",68.1   ,"68,024   ",4.5   
20,Kansas,1992,"18,57,204   ","13,08,002   ",70.4   ,"12,48,554   ",67.2   ,"59,448   ",4.5   
21,Kentucky,1992,"28,55,989   ","17,77,669   ",62.2   ,"16,55,170   ",58.0   ,"1,22,499   ",6.9   
22,Louisiana,1992,"31,18,969   ","19,20,132   ",61.6   ,"17,70,730   ",56.8   ,"1,49,402   ",7.8   
23,Maine,1992,"9,45,090   ","6,41,044   ",67.8   ,"5,93,907   ",62.8   ,"47,137   ",7.4   
24,Maryland,1992,"37,42,881   ","26,60,182   ",71.1   ,"24,86,595   ",66.4   ,"1,73,587   ",6.5   
25,Massachusetts,1992,"46,84,751   ","31,82,773   ",67.9   ,"29,02,499   ",62.0   ,"2,80,274   ",8.8   
26,Michigan,1992,"71,29,242   ","46,72,355   ",65.5   ,"42,48,357   ",59.6   ,"4,23,998   ",9.1   
27,Minnesota,1992,"33,44,700   ","24,57,494   ",73.5   ,"23,32,934   ",69.8   ,"1,24,560   ",5.1   
28,Mississippi,1992,"19,28,264   ","11,91,873   ",61.8   ,"10,96,607   ",56.9   ,"95,266   ",8.0   
29,Missouri,1992,"39,20,245   ","26,57,267   ",67.8   ,"24,94,891   ",63.6   ,"1,62,376   ",6.1   
30,Montana,1992,"6,12,810   ","4,18,696   ",68.3   ,"3,90,580   ",63.7   ,"28,116   ",6.7   
31,Nebraska,1992,"11,87,864   ","8,43,890   ",71.0   ,"8,20,198   ",69.0   ,"23,692   ",2.8   
32,Nevada,1992,"10,46,020   ","7,27,055   ",69.5   ,"6,77,784   ",64.8   ,"49,271   ",6.8   
33,New Hampshire,1992,"8,49,786   ","6,16,730   ",72.6   ,"5,71,782   ",67.3   ,"44,948   ",7.3   
34,New Jersey,1992,"60,95,991   ","40,64,349   ",66.7   ,"37,16,982   ",61.0   ,"3,47,367   ",8.5   
35,New Mexico,1992,"11,64,136   ","7,36,570   ",63.3   ,"6,82,586   ",58.6   ,"53,984   ",7.3   
36,New York,1992,"1,41,13,464   ","87,54,456   ",62.0   ,"79,90,352   ",56.6   ,"7,64,104   ",8.7   
51000,New York city,1992,"58,52,045   ","33,18,901   ",56.7   ,"29,48,506   ",50.4   ,"3,70,395   ",11.2   
37,North Carolina,1992,"52,68,241   ","35,96,933   ",68.3   ,"33,72,007   ",64.0   ,"2,24,926   ",6.3   
38,North Dakota,1992,"4,66,007   ","3,17,848   ",68.2   ,"3,03,434   ",65.1   ,"14,414   ",4.5   
39,Ohio,1992,"83,43,205   ","54,97,271   ",65.9   ,"50,90,371   ",61.0   ,"4,06,900   ",7.4   
40,Oklahoma,1992,"23,88,838   ","15,25,458   ",63.9   ,"14,35,452   ",60.1   ,"90,006   ",5.9   
41,Oregon,1992,"22,92,528   ","15,58,936   ",68.0   ,"14,45,764   ",63.1   ,"1,13,172   ",7.3   
42,Pennsylvania,1992,"92,81,756   ","58,83,297   ",63.4   ,"54,48,674   ",58.7   ,"4,34,623   ",7.4   
44,Rhode Island,1992,"7,78,886   ","5,29,069   ",67.9   ,"4,81,436   ",61.8   ,"47,633   ",9.0   
45,South Carolina,1992,"26,99,099   ","17,96,665   ",66.6   ,"16,75,819   ",62.1   ,"1,20,846   ",6.7   
46,South Dakota,1992,"5,10,844   ","3,61,165   ",70.7   ,"3,48,771   ",68.3   ,"12,394   ",3.4   
47,Tennessee,1992,"38,75,144   ","24,70,352   ",63.7   ,"23,10,842   ",59.6   ,"1,59,510   ",6.5   
48,Texas,1992,"1,30,32,617   ","90,02,462   ",69.1   ,"83,08,391   ",63.8   ,"6,94,071   ",7.7   
49,Utah,1992,"12,50,185   ","8,82,393   ",70.6   ,"8,39,411   ",67.1   ,"42,982   ",4.9   
50,Vermont,1992,"4,34,976   ","3,10,469   ",71.4   ,"2,91,752   ",67.1   ,"18,717   ",6.0   
51,Virginia,1992,"47,76,980   ","33,68,126   ",70.5   ,"31,64,672   ",66.2   ,"2,03,454   ",6.0   
53,Washington,1992,"38,57,532   ","26,38,015   ",68.4   ,"24,48,362   ",63.5   ,"1,89,653   ",7.2   
54,West Virginia,1992,"14,16,248   ","7,84,596   ",55.4   ,"6,96,628   ",49.2   ,"87,968   ",11.2   
55,Wisconsin,1992,"37,66,594   ","26,96,888   ",71.6   ,"25,59,703   ",68.0   ,"1,37,185   ",5.1   
56,Wyoming,1992,"3,39,511   ","2,38,136   ",70.1   ,"2,25,146   ",66.3   ,"12,990   ",5.5   
01,Alabama,1993,"31,94,712   ","19,96,835   ",62.5   ,"18,52,186   ",58.0   ,"1,44,649   ",7.2   
02,Alaska,1993,"4,02,806   ","2,94,644   ",73.1   ,"2,71,708   ",67.5   ,"22,936   ",7.8   
04,Arizona,1993,"30,67,194   ","19,42,834   ",63.3   ,"18,19,916   ",59.3   ,"1,22,918   ",6.3   
05,Arkansas,1993,"18,57,275   ","11,73,325   ",63.2   ,"11,01,465   ",59.3   ,"71,860   ",6.1   
06,California,1993,"2,31,49,712   ","1,52,58,822   ",65.9   ,"1,38,04,138   ",59.6   ,"14,54,684   ",9.5   
037,Los Angeles County,1993,"67,61,381   ","43,49,176   ",64.3   ,"39,11,641   ",57.9   ,"4,37,535   ",10.1   
08,Colorado,1993,"27,12,217   ","19,27,991   ",71.1   ,"18,24,385   ",67.3   ,"1,03,606   ",5.4   
09,Connecticut,1993,"25,51,354   ","17,94,761   ",70.3   ,"16,78,486   ",65.8   ,"1,16,275   ",6.5   
10,Delaware,1993,"5,36,871   ","3,75,444   ",69.9   ,"3,56,718   ",66.4   ,"18,726   ",5.0   
11,District of Columbia,1993,"4,70,179   ","3,14,634   ",66.9   ,"2,88,338   ",61.3   ,"26,296   ",8.4   
